ID or #		Start	End	Type	Contig
cds-NP_459954.1		1064063	1064824	complete	contig_2:1312859-1312098
id-STM0979		1064050	1064055	complete	contig_2:1312872-1312867
id-STM0979-2		1064803	1064811	complete	contig_2:1312119-1312111
gene-STM0980		1064803	1065680	complete	contig_2:1312119-1311242
cds-NP_459955.1		1064997	1065680	complete	contig_2:1311925-1311242
id-STM0980		1064831	1064839	complete	contig_2:1312091-1312083
id-STM0980-2		1064985	1064990	complete	contig_2:1311937-1311932
gene-STM0981		1065699	1067467	complete	contig_2:1311223-1309455
cds-NP_459956.1		1065794	1067467	complete	contig_2:1311128-1309455
id-STM0981		1065699	1065707	complete	contig_2:1311223-1311215
id-STM0981-2		1065726	1065734	complete	contig_2:1311196-1311188
id-STM0981-3		1065781	1065786	complete	contig_2:1311141-1311136
gene-STM0982		1067568	1067907	complete	contig_2:1309354-1309015
cds-NP_459957.1		1067623	1067907	complete	contig_2:1309299-1309015
id-STM0982		1067568	1067576	complete	contig_2:1309354-1309346
id-STM0982-2		1067592	1067600	complete	contig_2:1309330-1309322
id-STM0982-3		1067615	1067620	complete	contig_2:1309307-1309302
gene-STM0983		1068128	1070401	complete	contig_2:1308794-1306521
cds-NP_459958.1		1068137	1070401	complete	contig_2:1308785-1306521
id-STM0983		1068128	1068133	complete	contig_2:1308794-1308789
gene-STM0984		1070426	1072186	complete	contig_2:1306496-1304736
cds-NP_459959.1		1070438	1072186	complete	contig_2:1306484-1304736
id-STM0984		1070426	1070431	complete	contig_2:1306496-1306491
gene-STM0985		1072166	1073160	complete	contig_2:1304756-1303762
cds-NP_459960.1		1072183	1073160	complete	contig_2:1304739-1303762
id-STM0985		1072166	1072171	complete	contig_2:1304756-1304751
gene-STM0986		1073192	1074436	complete	contig_2:1303730-1302486
cds-NP_459961.1		1073204	1074436	complete	contig_2:1303718-1302486
id-STM0986		1073192	1073197	complete	contig_2:1303730-1303725
gene-STM0987		1074480	1074670	complete	contig_2:1302442-1302252
cds-NP_459962.1		1074488	1074670	complete	contig_2:1302434-1302252
id-STM0987		1074480	1074485	complete	contig_2:1302442-1302437
id-STM0987-2		1074651	1074656	complete	contig_2:1302271-1302266
gene-STM0988		1074651	1075413	complete	contig_2:1302271-1301509
cds-NP_459963.1		1074667	1075413	complete	contig_2:1302255-1301509
gene-STM0989		1075608	1076517	complete	contig_2:1301314-1300405
cds-NP_459964.1		1075624	1076517	complete	contig_2:1301298-1300405
id-STM0989		1075608	1075613	complete	contig_2:1301314-1301309
gene-STM0990		1076497	1077288	complete	contig_2:1300425-1299634
cds-NP_459965.1		1076497	1077273	complete	contig_2:1300425-1299649
id-STM0990		1077283	1077288	complete	contig_2:1299639-1299634
gene-STM0991		1077308	1078212	complete	contig_2:1299614-1298710
cds-NP_459966.1		1077409	1078212	complete	contig_2:1299513-1298710
id-STM0991		1077308	1077316	complete	contig_2:1299614-1299606
id-STM0991-2		1077336	1077344	complete	contig_2:1299586-1299578
id-STM0991-3		1077397	1077402	complete	contig_2:1299525-1299520
id-STM0991-4		1078194	1078199	complete	contig_2:1298728-1298723
gene-STM0992		1078194	1079527	complete	contig_2:1298728-1297395
cds-NP_459967.1		1078205	1079527	complete	contig_2:1298717-1297395
gene-STM0993		1079501	1080212	complete	contig_2:1297421-1296710
cds-NP_459968.1		1079508	1080212	complete	contig_2:1297414-1296710
id-STM0993		1079501	1079506	complete	contig_2:1297421-1297416
id-STM0993-2		1080201	1080206	complete	contig_2:1296721-1296716
gene-STM0994		1080201	1084678	complete	contig_2:1296721-1292244
cds-NP_459969.1		1080212	1084678	complete	contig_2:1296710-1292244
gene-STM0995		1085010	1086864	complete	contig_2:1291912-1290058
cds-NP_459970.1		1085023	1086864	complete	contig_2:1291899-1290058
id-STM0995		1085010	1085015	complete	contig_2:1291912-1291907
gene-STM0996		1087124	1087672	complete	contig_2:1289798-1289250
cds-NP_459971.1		1087124	1087672	complete	contig_2:1289798-1289250
gene-STM0997		1087690	1088347	complete	contig_2:1289232-1288575
cds-NP_459972.1		1087700	1088347	complete	contig_2:1289222-1288575
id-STM0997		1087690	1087695	complete	contig_2:1289232-1289227
gene-STM0998		1088409	1089612	complete	contig_2:1288513-1287310
cds-NP_459973.1		1088409	1089599	complete	contig_2:1288513-1287323
id-STM0998		1089607	1089612	complete	contig_2:1287315-1287310
gene-STM0999		1089784	1090975	complete	contig_2:1287138-1285947
cds-NP_459974.1		1089784	1090875	complete	contig_2:1287138-1286047
id-STM0999		1090884	1090889	complete	contig_2:1286038-1286033
id-STM0999-2		1090951	1090959	complete	contig_2:1285971-1285963
id-STM0999-3		1090967	1090975	complete	contig_2:1285955-1285947
id-NC_003197.2:1091027..1091037		1091027	1091037	complete	contig_2:1285895-1285885
id-NC_003197.2:1091028..1091062		1091028	1091062	complete	contig_2:1285894-1285860
id-NC_003197.2:1091065..1091077		1091065	1091077	complete	contig_2:1285857-1285845
id-NC_003197.2:1091067..1091077		1091067	1091077	complete	contig_2:1285855-1285845
id-NC_003197.2:1091073..1091083		1091073	1091083	complete	contig_2:1285849-1285839
id-NC_003197.2:1091087..1091102		1091087	1091102	complete	contig_2:1285835-1285820
id-NC_003197.2:1091135..1091185		1091135	1091185	complete	contig_2:1285787-1285737
id-NC_003197.2:1091277..1091289		1091277	1091289	complete	contig_2:1285645-1285633
gene-STM1000		1091482	1092891	complete	contig_2:1285440-1284031
cds-NP_459975.1		1091482	1092882	complete	contig_2:1285440-1284040
id-STM1000		1092886	1092891	complete	contig_2:1284036-1284031
gene-STM1001		1093083	1093550	complete	contig_2:1283839-1283372
cds-NP_459976.1		1093083	1093544	complete	contig_2:1283839-1283378
id-STM1001		1093545	1093550	complete	contig_2:1283377-1283372
gene-STM1002		1093850	1095075	complete	contig_2:1283072-1281847
cds-NP_459977.1		1093861	1095075	complete	contig_2:1283061-1281847
id-STM1002		1093850	1093855	complete	contig_2:1283072-1283067
gene-STM1003		1095314	1096756	complete	contig_2:1281608-1280166
cds-NP_459978.1		1095320	1096756	complete	contig_2:1281602-1280166
id-STM1003		1095314	1095319	complete	contig_2:1281608-1281603
gene-STM1004		1096834	1098221	complete	contig_2:1280088-1278701
cds-NP_459979.1		1096834	1098036	complete	contig_2:1280088-1278886
id-STM1004		1098051	1098056	complete	contig_2:1278871-1278866
id-STM1004-2		1098194	1098202	complete	contig_2:1278728-1278720
id-STM1004-3		1098213	1098221	complete	contig_2:1278709-1278701
gene-STM1005		1098231	1099531	complete	contig_2:1278691-1277391
cds-NP_459980.1		1098231	1099523	complete	contig_2:1278691-1277399
id-STM1005		1099526	1099531	complete	contig_2:1277396-1277391
gene-STM1006		1099568	1099823	complete	contig_2:1277354-1277099
cds-NP_459981.1		1099568	1099816	complete	contig_2:1277354-1277106
id-STM1006		1099818	1099823	complete	contig_2:1277104-1277099
gene-STM1007		1099857	1100104	complete	contig_2:1277065-1276818
cds-NP_459982.1		1099857	1100096	complete	contig_2:1277065-1276826
id-STM1007		1100099	1100104	complete	contig_2:1276823-1276818
gene-STM1008		1100139	1101300	complete	contig_2:1276783-1275622
cds-NP_459983.3		1100139	1101296	complete	contig_2:1276783-1275626
id-STM1008		1101295	1101300	complete	contig_2:1275627-1275622
gene-STM1009		1101259	1104151	partial	contig_2:1275663-1273993,contig_2:1273044-1272456
cds-NP_459984.1		1101259	1104144	partial	contig_2:1275663-1273993,contig_2:1273044-1272463
id-STM1009		1104146	1104151	complete	contig_2:1272461-1272456
gene-STM1010		1104271	1104570	partial	contig_2:1272336-1272171,contig_2:1272119-1271986
cds-NP_459985.1		1104271	1104570	partial	contig_2:1272336-1272171,contig_2:1272119-1271986
gene-STM1011		1104743	1105009	partial	contig_2:1271813-1271624
cds-NP_459986.1		1104743	1105003	partial	contig_2:1271813-1271624
gene-STM1013		1105788	1106162	partial	contig_2:1270722-1270387
cds-NP_459988.1		1105788	1106162	partial	contig_2:1270722-1270387
gene-STM1014		1106241	1107230	complete	contig_2:1270308-1269319
cds-NP_459989.1		1106247	1107230	complete	contig_2:1270302-1269319
id-STM1014		1106241	1106246	complete	contig_2:1270308-1270303
gene-STM1015		1107221	1107982	complete	contig_2:1269328-1268567
cds-NP_459990.1		1107233	1107982	complete	contig_2:1269316-1268567
id-STM1015		1107221	1107226	complete	contig_2:1269328-1269323
gene-STM1016		1107987	1108340	complete	contig_2:1268562-1268209
cds-NP_459991.1		1107993	1108340	complete	contig_2:1268556-1268209
id-STM1016		1107987	1107992	complete	contig_2:1268562-1268557
gene-STM1017		1108331	1108648	partial	contig_2:1268218-1268007
cds-NP_459992.1		1108337	1108648	partial	contig_2:1268212-1268007
id-STM1017		1108331	1108336	complete	contig_2:1268218-1268213
gene-STM1024		1112860	1112992	complete	contig_2:1261223-1261091
cds-NP_459999.1		1112867	1112992	complete	contig_2:1261216-1261091
id-STM1024		1112860	1112865	complete	contig_2:1261223-1261218
gene-STM1025		1113128	1113583	complete	contig_2:1260955-1260500
cds-NP_460000.1		1113128	1113577	complete	contig_2:1260955-1260506
id-STM1025		1113578	1113583	complete	contig_2:1260505-1260500
gene-STM1026		1113938	1114456	complete	contig_2:1260145-1259627
cds-NP_460001.1		1113938	1114450	complete	contig_2:1260145-1259633
id-STM1026		1114451	1114456	complete	contig_2:1259632-1259627
gene-STM1027		1114977	1115229	complete	contig_2:1259106-1258854
cds-NP_460002.1		1114981	1115229	complete	contig_2:1259102-1258854
id-STM1027		1114977	1114982	complete	contig_2:1259106-1259101
id-STM1027-2		1115204	1115209	complete	contig_2:1258879-1258874
gene-STM1028		1115204	1115665	complete	contig_2:1258879-1258418
cds-NP_460003.1		1115213	1115665	complete	contig_2:1258870-1258418
gene-STM1029		1115677	1116162	partial	contig_2:1258406-1258206
cds-NP_460004.1		1115683	1116162	partial	contig_2:1258400-1258206
id-STM1029		1115677	1115682	complete	contig_2:1258406-1258401
gene-STM1041		1126006	1128999	partial	contig_2:1256258-1255816
cds-NP_460016.1		1126012	1128999	partial	contig_2:1256258-1255816
gene-STM1042		1128991	1129328	complete	contig_2:1255824-1255487
cds-NP_460017.1		1128996	1129328	complete	contig_2:1255819-1255487
id-STM1042		1128991	1128996	complete	contig_2:1255824-1255819
id-NC_003197.2:1129420..1129425		1129420	1129425	complete	contig_2:1255395-1255390
gene-STM1043		1129427	1129924	complete	contig_2:1255388-1254891
cds-NP_460018.1		1129427	1129924	complete	contig_2:1255388-1254891
gene-STM1044		1130041	1130580	complete	contig_2:1254774-1254235
cds-NP_460019.1		1130041	1130574	complete	contig_2:1254774-1254241
id-STM1044		1130575	1130580	complete	contig_2:1254240-1254235
gene-STM1045		1130658	1131359	complete	contig_2:1254157-1253456
cds-NP_460020.1		1130664	1131359	complete	contig_2:1254151-1253456
id-STM1045		1130658	1130663	complete	contig_2:1254157-1254152
gene-STM1046		1131363	1132106	complete	contig_2:1253452-1252709
cds-NP_460021.1		1131369	1132106	complete	contig_2:1253446-1252709
id-STM1046		1131363	1131368	complete	contig_2:1253452-1253447
gene-STM1047		1131997	1132708	complete	contig_2:1252818-1252107
cds-NP_460022.1		1132004	1132708	complete	contig_2:1252811-1252107
id-STM1047		1131997	1132002	complete	contig_2:1252818-1252813
gene-STM1048		1132772	1135227	complete	contig_2:1252043-1249588
cds-NP_460023.1		1132780	1135227	complete	contig_2:1252035-1249588
id-STM1048		1132772	1132777	complete	contig_2:1252043-1252038
gene-STM1049		1136453	1138902	complete	contig_2:1248362-1245913
cds-NP_460024.1		1136464	1138902	complete	contig_2:1248351-1245913
id-STM1049		1136453	1136458	complete	contig_2:1248362-1248357
gene-STM1050		1138890	1139483	complete	contig_2:1245925-1245332
cds-NP_460025.1		1138902	1139483	complete	contig_2:1245913-1245332
id-STM1050		1138890	1138895	complete	contig_2:1245925-1245920
gene-STM1051		1139954	1140927	complete	contig_2:1244861-1243888
cds-NP_460026.1		1139959	1140927	complete	contig_2:1244856-1243888
id-STM1051		1139954	1139959	complete	contig_2:1244861-1244856
gene-STM1052		1140995	1141443	complete	contig_2:1243820-1243372
gene-STM1053		1141575	1142214	complete	contig_2:1243240-1242601
cds-NP_460027.1		1141575	1142201	complete	contig_2:1243240-1242614
id-STM1053		1142209	1142214	complete	contig_2:1242606-1242601
gene-STM1054		1142270	1142575	complete	contig_2:1242545-1242240
cds-NP_460028.1		1142270	1142569	complete	contig_2:1242545-1242246
id-STM1054		1142570	1142575	complete	contig_2:1242245-1242240
gene-STM1055		1142554	1143243	complete	contig_2:1242261-1241572
cds-NP_460029.1		1142554	1143240	complete	contig_2:1242261-1241575
id-STM1055		1143238	1143243	complete	contig_2:1241577-1241572
gene-STM1056		1143511	1143702	complete	contig_2:1241304-1241113
cds-NP_460030.1		1143511	1143702	complete	contig_2:1241304-1241113
gene-STM1057		1144119	1146741	complete	contig_2:1240696-1238074
cds-NP_460031.1		1144129	1146741	complete	contig_2:1240686-1238074
id-STM1057		1144119	1144124	complete	contig_2:1240696-1240691
id-NC_003197.2:1146850..1146866		1146850	1146866	complete	contig_2:1237965-1237949
gene-STM1058		1146875	1147959	complete	contig_2:1237940-1236856
cds-NP_460032.1		1146949	1147959	complete	contig_2:1237866-1236856
id-STM1058		1146875	1146883	complete	contig_2:1237940-1237932
id-STM1058-2		1146903	1146911	complete	contig_2:1237912-1237904
id-STM1058-3		1146938	1146943	complete	contig_2:1237877-1237872
gene-STM1059		1148119	1148667	complete	contig_2:1236696-1236148
cds-NP_460033.1		1148125	1148667	complete	contig_2:1236690-1236148
id-STM1059		1148119	1148124	complete	contig_2:1236696-1236691
gene-STM1060		1148664	1149786	complete	contig_2:1236151-1235029
cds-NP_460034.1		1148664	1149773	complete	contig_2:1236151-1235042
id-STM1060		1149781	1149786	complete	contig_2:1235034-1235029
gene-STM1061		1149872	1151980	complete	contig_2:1234943-1232835
cds-NP_460035.1		1149872	1151980	complete	contig_2:1234943-1232835
gene-STM1062		1151981	1153900	complete	contig_2:1232834-1230915
cds-NP_460036.1		1151993	1153900	complete	contig_2:1232822-1230915
id-STM1062		1151981	1151986	complete	contig_2:1232834-1232829
gene-STM1063		1153904	1155168	complete	contig_2:1230911-1229647
cds-NP_460037.1		1153915	1155168	complete	contig_2:1230900-1229647
id-STM1063		1153904	1153909	complete	contig_2:1230911-1230906
id-STM1063-2		1155157	1155162	complete	contig_2:1229658-1229653
gene-STM1064		1155157	1156813	complete	contig_2:1229658-1228002
cds-NP_460038.1		1155173	1156813	complete	contig_2:1229642-1228002
gene-STM1065		1156798	1157373	complete	contig_2:1228017-1227442
cds-NP_460039.1		1156810	1157373	complete	contig_2:1228005-1227442
id-STM1065		1156798	1156803	complete	contig_2:1228017-1228012
gene-STM1066		1157615	1157796	complete	contig_2:1227200-1227019
cds-NP_460040.1		1157629	1157796	complete	contig_2:1227186-1227019
id-STM1066		1157615	1157620	complete	contig_2:1227200-1227195
gene-STM1067		1157896	1158479	complete	contig_2:1226919-1226336
cds-NP_460041.1		1157896	1158414	complete	contig_2:1226919-1226401
id-STM1067		1158425	1158430	complete	contig_2:1226390-1226385
id-STM1067-2		1158455	1158463	complete	contig_2:1226360-1226352
id-STM1067-3		1158471	1158479	complete	contig_2:1226344-1226336
id-NC_003197.2:1158468..1158486		1158468	1158486	complete	contig_2:1226347-1226329
gene-STM1068		1158483	1160243	complete	contig_2:1226332-1224572
cds-NP_460042.1		1158483	1160243	complete	contig_2:1226332-1224572
gene-STM1069		1160409	1160881	complete	contig_2:1224406-1223934
cds-NP_460043.1		1160429	1160881	complete	contig_2:1224386-1223934
id-STM1069		1160409	1160414	complete	contig_2:1224406-1224401
gene-STM1070		1160953	1162133	complete	contig_2:1223862-1222682
cds-NP_460044.1		1160953	1162005	complete	contig_2:1223862-1222810
id-STM1070		1162012	1162017	complete	contig_2:1222803-1222798
id-STM1070-2		1162106	1162114	complete	contig_2:1222709-1222701
id-STM1070-3		1162125	1162133	complete	contig_2:1222690-1222682
id-NC_003197.2:1162170..1162190		1162170	1162190	complete	contig_2:1222645-1222625
gene-STM1071		1162362	1163017	complete	contig_2:1222453-1221798
cds-NP_460045.1		1162362	1162871	complete	contig_2:1222453-1221944
id-STM1071		1162890	1162912	complete	contig_2:1221925-1221903
id-STM1071-2		1162877	1162882	complete	contig_2:1221938-1221933
id-STM1071-3		1162990	1162998	complete	contig_2:1221825-1221817
id-STM1071-4		1163009	1163017	complete	contig_2:1221806-1221798
gene-STM1072		1163078	1163693	complete	contig_2:1221737-1221122
cds-NP_460046.1		1163088	1163693	complete	contig_2:1221727-1221122
id-STM1072		1163078	1163083	complete	contig_2:1221737-1221732
gene-STM1073		1163680	1165833	complete	contig_2:1221135-1218982
cds-NP_460047.1		1163680	1165833	complete	contig_2:1221135-1218982
gene-STM1074		1165852	1166318	complete	contig_2:1218963-1218497
cds-NP_460048.1		1165852	1166298	complete	contig_2:1218963-1218517
id-STM1074		1166313	1166318	complete	contig_2:1218502-1218497
gene-STM1075		1166406	1168476	complete	contig_2:1218409-1216339
cds-NP_460049.1		1166422	1168476	complete	contig_2:1218393-1216339
id-STM1075		1166406	1166411	complete	contig_2:1218409-1218404
gene-STM1076		1168512	1168983	complete	contig_2:1216303-1215832
cds-NP_460050.1		1168512	1168970	complete	contig_2:1216303-1215845
id-STM1076		1168978	1168983	complete	contig_2:1215837-1215832
gene-STM1077		1169065	1169739	complete	contig_2:1215750-1215076
cds-NP_460051.1		1169065	1169727	complete	contig_2:1215750-1215088
id-STM1077		1169734	1169739	complete	contig_2:1215081-1215076
gene-STM1078		1169888	1170314	complete	contig_2:1214927-1214501
cds-NP_460052.1		1169898	1170314	complete	contig_2:1214917-1214501
id-STM1078		1169888	1169893	complete	contig_2:1214927-1214922
gene-STM1079		1170359	1170685	complete	contig_2:1214456-1214130
cds-NP_460053.1		1170359	1170676	complete	contig_2:1214456-1214139
id-STM1079		1170680	1170685	complete	contig_2:1214135-1214130
gene-STM1080		1170734	1171958	complete	contig_2:1214081-1212857
cds-NP_460054.1		1170734	1171945	complete	contig_2:1214081-1212870
id-STM1080		1171953	1171958	complete	contig_2:1212862-1212857
gene-STM1081		1172149	1172708	complete	contig_2:1212666-1212107
cds-NP_460055.1		1172160	1172708	complete	contig_2:1212655-1212107
id-STM1081		1172149	1172154	complete	contig_2:1212666-1212661
gene-STM1082		1172728	1173513	complete	contig_2:1212087-1211302
cds-NP_460056.1		1172734	1173513	complete	contig_2:1212081-1211302
id-STM1082		1172728	1172733	complete	contig_2:1212087-1212082
gene-STM1083		1173549	1173843	complete	contig_2:1211266-1210972
cds-NP_460057.1		1173562	1173843	complete	contig_2:1211253-1210972
id-STM1083		1173549	1173554	complete	contig_2:1211266-1211261
gene-STM1084		1173840	1174179	complete	contig_2:1210975-1210636
cds-NP_460058.1		1173840	1174169	complete	contig_2:1210975-1210646
id-STM1084		1174174	1174179	complete	contig_2:1210641-1210636
gene-STM1085		1174256	1174915	complete	contig_2:1210559-1209900
cds-NP_460059.1		1174256	1174915	complete	contig_2:1210559-1209900
gene-STM1086		1175309	1175393	complete	contig_2:1209506-1209422
rna-STM1086		1175309	1175393	complete	contig_2:1209506-1209422
exon-STM1086-1		1175309	1175393	complete	contig_2:1209506-1209422
gene-STM1087		1175536	1176224	complete	contig_2:1209279-1208591
cds-NP_460060.1		1175536	1176216	complete	contig_2:1209279-1208599
id-STM1087		1176219	1176224	complete	contig_2:1208596-1208591
gene-STM1088		1176438	1177320	complete	contig_2:1208377-1207495
cds-NP_460061.1		1176438	1177313	complete	contig_2:1208377-1207502
id-STM1088		1177315	1177320	complete	contig_2:1207500-1207495
gene-STM1089		1177531	1177851	complete	contig_2:1207284-1206964
cds-NP_460062.1		1177531	1177851	complete	contig_2:1207284-1206964
gene-STM1090		1177861	1178208	complete	contig_2:1206954-1206607
cds-NP_460063.1		1177861	1178202	complete	contig_2:1206954-1206613
id-STM1090		1178203	1178208	complete	contig_2:1206612-1206607
gene-STM1091		1178219	1179912	complete	contig_2:1206596-1204903
cds-NP_460064.1		1178219	1179904	complete	contig_2:1206596-1204911
id-STM1091		1179907	1179912	complete	contig_2:1204908-1204903
gene-STM1092		1180229	1180406	complete	contig_2:1204586-1204409
cds-NP_460065.1		1180236	1180406	complete	contig_2:1204579-1204409
id-STM1092		1180229	1180234	complete	contig_2:1204586-1204581
gene-STM1093		1180407	1180524	complete	contig_2:1204408-1204291
cds-NP_447525.1		1180407	1180517	complete	contig_2:1204408-1204298
id-STM1093		1180519	1180524	complete	contig_2:1204296-1204291
gene-STM1094		1180626	1182100	complete	contig_2:1204189-1202715
cds-NP_460067.1		1180626	1182095	complete	contig_2:1204189-1202720
id-STM1094		1182095	1182100	complete	contig_2:1202720-1202715
gene-STM1095		1182268	1183651	complete	contig_2:1202547-1201164
cds-NP_447527.1		1182268	1183632	complete	contig_2:1202547-1201183
gene-STM1096		1183625	1184377	complete	contig_2:1201190-1200438
cds-NP_460069.3		1183625	1184371	complete	contig_2:1201190-1200444
id-STM1096		1183646	1183651	complete	contig_2:1201169-1201164
id-STM1096-2		1184372	1184377	complete	contig_2:1200443-1200438
gene-STM1097		1184429	1184851	complete	contig_2:1200386-1199964
cds-NP_460070.1		1184441	1184851	complete	contig_2:1200374-1199964
id-STM1097		1184429	1184434	complete	contig_2:1200386-1200381
gene-STM1098		1185184	1185708	complete	contig_2:1199631-1199107
cds-NP_460071.1		1185184	1185696	complete	contig_2:1199631-1199119
id-STM1098		1185703	1185708	complete	contig_2:1199112-1199107
gene-STM1099		1185714	1187283	complete	contig_2:1199101-1197532
cds-NP_460072.1		1185714	1187276	complete	contig_2:1199101-1197539
id-STM1099		1187278	1187283	complete	contig_2:1197537-1197532
gene-STM1100		1187494	1187938	complete	contig_2:1197321-1196877
cds-NP_460073.1		1187494	1187934	complete	contig_2:1197321-1196881
id-STM1100		1187933	1187938	complete	contig_2:1196882-1196877
gene-STM1101		1188201	1189498	complete	contig_2:1196614-1195317
cds-NP_460074.1		1188209	1189498	complete	contig_2:1196606-1195317
id-STM1101		1188201	1188206	complete	contig_2:1196614-1196609
id-STM1101-2		1189481	1189486	complete	contig_2:1195334-1195329
gene-STM1102		1189481	1190961	complete	contig_2:1195334-1193854
cds-NP_460075.1		1189495	1190961	complete	contig_2:1195320-1193854
gene-STM1103		1190958	1191814	complete	contig_2:1193857-1193001
cds-NP_460076.1		1190963	1191814	complete	contig_2:1193852-1193001
id-STM1103		1190958	1190963	complete	contig_2:1193857-1193852
gene-STM1104		1191818	1192204	complete	contig_2:1192997-1192611
cds-NP_460077.1		1191824	1192204	complete	contig_2:1192991-1192611
id-STM1104		1191818	1191823	complete	contig_2:1192997-1192992
gene-STM1105		1192336	1193150	complete	contig_2:1192479-1191665
cds-NP_460078.1		1192347	1193150	complete	contig_2:1192468-1191665
id-STM1105		1192336	1192341	complete	contig_2:1192479-1192474
gene-STM1106		1193154	1193952	complete	contig_2:1191661-1190863
cds-NP_460079.1		1193161	1193952	complete	contig_2:1191654-1190863
id-STM1106		1193154	1193159	complete	contig_2:1191661-1191656
gene-STM1107		1194017	1195400	complete	contig_2:1190798-1189415
cds-NP_460080.1		1194024	1195400	complete	contig_2:1190791-1189415
id-STM1107		1194017	1194022	complete	contig_2:1190798-1190793
gene-STM1108		1195402	1196306	complete	contig_2:1189413-1188509
cds-NP_460081.1		1195410	1196306	complete	contig_2:1189405-1188509
id-STM1108		1195402	1195407	complete	contig_2:1189413-1189408
gene-STM1109		1196316	1197258	complete	contig_2:1188499-1187557
cds-NP_460082.1		1196320	1197258	complete	contig_2:1188495-1187557
id-STM1109		1196316	1196321	complete	contig_2:1188499-1188494
gene-STM1110		1197666	1198040	complete	contig_2:1187149-1186775
cds-NP_460083.1		1197666	1198028	complete	contig_2:1187149-1186787
id-STM1110		1198035	1198040	complete	contig_2:1186780-1186775
gene-STM1111		1198682	1199002	complete	contig_2:1186133-1185813
cds-NP_460084.1		1198682	1198987	complete	contig_2:1186133-1185828
id-STM1111		1198997	1199002	complete	contig_2:1185818-1185813
gene-STM1112		1198987	1199999	complete	contig_2:1185828-1184816
cds-NP_460085.1		1198987	1199907	complete	contig_2:1185828-1184908
id-STM1112		1199913	1199918	complete	contig_2:1184902-1184897
id-STM1112-2		1199972	1199980	complete	contig_2:1184843-1184835
id-STM1112-3		1199991	1199999	complete	contig_2:1184824-1184816
gene-STM1113		1200137	1200504	complete	contig_2:1184678-1184311
cds-NP_460086.1		1200142	1200504	complete	contig_2:1184673-1184311
id-STM1113		1200137	1200142	complete	contig_2:1184678-1184673
gene-STM1114		1200547	1202439	complete	contig_2:1184268-1182376
cds-NP_460087.1		1200553	1202439	complete	contig_2:1184262-1182376
id-STM1114		1200547	1200552	complete	contig_2:1184268-1184263
gene-STM1115		1202429	1203059	complete	contig_2:1182386-1181756
cds-NP_460088.1		1202436	1203059	complete	contig_2:1182379-1181756
id-STM1115		1202429	1202434	complete	contig_2:1182386-1182381
gene-STM1116		1203044	1203555	complete	contig_2:1181771-1181260
cds-NP_460089.1		1203049	1203555	complete	contig_2:1181766-1181260
id-STM1116		1203044	1203049	complete	contig_2:1181771-1181766
gene-STM1117		1203676	1204929	complete	contig_2:1181139-1179886
cds-NP_460090.1		1203688	1204929	complete	contig_2:1181127-1179886
id-STM1117		1203676	1203681	complete	contig_2:1181139-1181134
gene-STM1118		1204963	1205203	complete	contig_2:1179852-1179612
cds-NP_460091.1		1204963	1205190	complete	contig_2:1179852-1179625
id-STM1118		1205198	1205203	complete	contig_2:1179617-1179612
gene-STM1119		1205211	1205821	complete	contig_2:1179604-1178994
cds-NP_460092.1		1205211	1205807	complete	contig_2:1179604-1179008
id-STM1119		1205816	1205821	complete	contig_2:1178999-1178994
gene-STM1120		1206155	1206262	complete	contig_2:1178660-1178553
id-STM1120		1206186	1206191	complete	contig_2:1178629-1178624
gene-STM1121		1206186	1206359	complete	contig_2:1178629-1178456
cds-NP_460093.1		1206192	1206359	complete	contig_2:1178623-1178456
gene-STM1122		1206483	1207134	complete	contig_2:1178332-1177681
cds-NP_460094.1		1206496	1207134	complete	contig_2:1178319-1177681
id-STM1122		1206483	1206488	complete	contig_2:1178332-1178327
gene-STM1123		1207131	1207533	complete	contig_2:1177684-1177282
cds-NP_460095.1		1207131	1207526	complete	contig_2:1177684-1177289
id-STM1123		1207528	1207533	complete	contig_2:1177287-1177282
gene-STM1124		1207585	1211547	complete	contig_2:1177230-1173268
cds-NP_447555.1		1207585	1211547	complete	contig_2:1177230-1173268
id-NC_003197.2:1211556..1211561		1211556	1211561	complete	contig_2:1173259-1173254
id-NC_003197.2:1211660..1211668		1211660	1211668	complete	contig_2:1173155-1173147
id-NC_003197.2:1211676..1211684		1211676	1211684	complete	contig_2:1173139-1173131
gene-STM1125		1211904	1213477	complete	contig_2:1172911-1171338
cds-NP_460097.1		1211969	1213477	complete	contig_2:1172846-1171338
id-STM1125		1211904	1211912	complete	contig_2:1172911-1172903
id-STM1125-2		1211931	1211939	complete	contig_2:1172884-1172876
id-STM1125-3		1211956	1211961	complete	contig_2:1172859-1172854
gene-STM1126		1214284	1215158	complete	contig_2:1170531-1169657
cds-NP_447557.1		1214304	1215158	complete	contig_2:1170511-1169657
id-STM1126		1214284	1214289	complete	contig_2:1170531-1170526
gene-STM1127		1215264	1216153	complete	contig_2:1169551-1168662
cds-NP_460099.1		1215264	1216145	complete	contig_2:1169551-1168670
id-STM1127		1216148	1216153	complete	contig_2:1168667-1168662
gene-STM1128		1216430	1217938	complete	contig_2:1168385-1166877
cds-NP_460100.1		1216430	1217926	complete	contig_2:1168385-1166889
id-STM1128		1217933	1217938	complete	contig_2:1166882-1166877
gene-STM1129		1218263	1218949	complete	contig_2:1166552-1165866
cds-NP_460101.1		1218263	1218943	complete	contig_2:1166552-1165872
