ID or #		Start	End	Type	Contig
gene-STM1376		1459048	1459287	complete	contig_1:925767-925528
cds-NP_460341.1		1459048	1459287	complete	contig_1:925767-925528
gene-STM1377		1459370	1459619	complete	contig_1:925445-925196
cds-NP_460342.1		1459370	1459606	complete	contig_1:925445-925209
id-STM1377		1459614	1459619	complete	contig_1:925201-925196
gene-STM1378		1459917	1461452	complete	contig_1:924898-923363
cds-NP_460343.1		1459917	1461329	complete	contig_1:924898-923486
id-STM1378		1461425	1461433	complete	contig_1:923390-923382
id-STM1378-2		1461444	1461452	complete	contig_1:923371-923363
id-NC_003197.2:1461535..1461549		1461535	1461549	complete	contig_1:923280-923266
gene-STM1379		1461731	1463080	complete	contig_1:923084-921735
cds-NP_460344.1		1461731	1463074	complete	contig_1:923084-921741
id-STM1379		1463075	1463080	complete	contig_1:921740-921735
gene-STM1380		1463096	1463992	complete	contig_1:921719-920823
cds-NP_460345.1		1463096	1463989	complete	contig_1:921719-920826
id-STM1380		1463987	1463992	complete	contig_1:920828-920823
gene-STM1381		1464048	1464792	complete	contig_1:920767-920023
cds-NP_460346.1		1464048	1464785	complete	contig_1:920767-920030
id-STM1381		1464787	1464792	complete	contig_1:920028-920023
gene-STM1382		1464797	1466030	complete	contig_1:920018-918785
cds-NP_460347.1		1464797	1466023	complete	contig_1:920018-918792
id-STM1382		1466025	1466030	complete	contig_1:918790-918785
gene-STM1383		1466346	1469416	complete	contig_1:918469-915399
cds-NP_460348.1		1466346	1469408	complete	contig_1:918469-915407
gene-STM1384		1469401	1470431	complete	contig_1:915414-914384
cds-NP_460349.1		1469401	1470423	complete	contig_1:915414-914392
id-STM1384		1469411	1469416	complete	contig_1:915404-915399
gene-STM1385		1470424	1471176	complete	contig_1:914391-913639
cds-NP_460350.1		1470424	1471176	complete	contig_1:914391-913639
id-STM1385		1470426	1470431	complete	contig_1:914389-914384
gene-STM1386		1471334	1473118	complete	contig_1:913481-911697
cds-NP_460351.1		1471340	1473118	complete	contig_1:913475-911697
id-STM1386		1471334	1471339	complete	contig_1:913481-913476
gene-STM1387		1473088	1473713	complete	contig_1:911727-911102
cds-NP_460352.3		1473093	1473713	complete	contig_1:911722-911102
id-STM1387		1473088	1473093	complete	contig_1:911727-911722
gene-STM1388		1473792	1474023	complete	contig_1:911023-910792
cds-NP_460353.1		1473811	1474023	complete	contig_1:911004-910792
id-STM1388		1473792	1473797	complete	contig_1:911023-911018
gene-STM1389		1474119	1475089	complete	contig_1:910696-909726
cds-NP_460354.1		1474119	1475078	complete	contig_1:910696-909737
id-STM1389		1475084	1475089	complete	contig_1:909731-909726
gene-STM1390		1475251	1475979	complete	contig_1:909564-908836
cds-NP_460355.1		1475251	1475979	complete	contig_1:909564-908836
gene-STM1391		1476158	1476801	complete	contig_1:908657-908014
cds-NP_460356.1		1476158	1476796	complete	contig_1:908657-908019
id-STM1391		1476796	1476801	complete	contig_1:908019-908014
gene-STM1392		1476827	1479596	complete	contig_1:907988-905219
cds-NP_460357.1		1476827	1479589	complete	contig_1:907988-905226
id-STM1392		1479591	1479596	complete	contig_1:905224-905219
gene-STM1393		1479990	1480391	complete	contig_1:904825-904424
cds-NP_460358.1		1479990	1480391	complete	contig_1:904825-904424
gene-STM1394		1480387	1481886	complete	contig_1:904428-902929
cds-NP_460359.1		1480393	1481886	complete	contig_1:904422-902929
id-STM1394		1480387	1480392	complete	contig_1:904428-904423
gene-STM1395		1481867	1483078	complete	contig_1:902948-901737
cds-NP_460360.1		1481867	1483078	complete	contig_1:902948-901737
gene-STM1396		1483080	1483328	complete	contig_1:901735-901487
cds-NP_460361.1		1483086	1483328	complete	contig_1:901729-901487
id-STM1396		1483080	1483085	complete	contig_1:901735-901730
gene-STM1397		1483585	1483918	complete	contig_1:901230-900897
cds-NP_460362.1		1483592	1483918	complete	contig_1:901223-900897
id-STM1397		1483585	1483590	complete	contig_1:901230-901225
gene-STM1398		1483919	1484515	complete	contig_1:900896-900300
cds-NP_460363.1		1483925	1484515	complete	contig_1:900890-900300
id-STM1398		1483919	1483924	complete	contig_1:900896-900891
gene-STM1399		1484507	1484985	complete	contig_1:900308-899830
cds-NP_460364.1		1484512	1484985	complete	contig_1:900303-899830
id-STM1399		1484507	1484512	complete	contig_1:900308-900303
id-STM1399-2		1484980	1484985	complete	contig_1:899835-899830
gene-STM1400		1484980	1486442	complete	contig_1:899835-898373
cds-NP_460365.1		1484988	1486442	complete	contig_1:899827-898373
gene-STM1401		1486451	1487045	complete	contig_1:898364-897770
cds-NP_460366.1		1486458	1487045	complete	contig_1:898357-897770
id-STM1401		1486451	1486456	complete	contig_1:898364-898359
gene-STM1402		1487042	1487464	complete	contig_1:897773-897351
cds-NP_460367.1		1487048	1487464	complete	contig_1:897767-897351
id-STM1402		1487042	1487047	complete	contig_1:897773-897768
gene-STM1403		1487516	1487950	complete	contig_1:897299-896865
cds-NP_460368.1		1487516	1487950	complete	contig_1:897299-896865
gene-STM1404		1487962	1488748	complete	contig_1:896853-896067
cds-NP_460369.1		1487966	1488748	complete	contig_1:896849-896067
id-STM1404		1487962	1487967	complete	contig_1:896853-896848
gene-STM1405		1488741	1489434	complete	contig_1:896074-895381
cds-NP_460370.1		1488745	1489434	complete	contig_1:896070-895381
id-STM1405		1488741	1488746	complete	contig_1:896074-896069
gene-STM1406		1489521	1489743	complete	contig_1:895294-895072
cds-NP_460371.1		1489528	1489743	complete	contig_1:895287-895072
id-STM1406		1489521	1489526	complete	contig_1:895294-895289
gene-STM1407		1489778	1490011	complete	contig_1:895037-894804
cds-NP_460372.1		1489784	1490011	complete	contig_1:895031-894804
id-STM1407		1489778	1489783	complete	contig_1:895037-895032
gene-STM1408		1490023	1490271	complete	contig_1:894792-894544
cds-NP_460373.1		1490023	1490271	complete	contig_1:894792-894544
id-STM1408		1490262	1490267	complete	contig_1:894553-894548
gene-STM1409		1490262	1491017	complete	contig_1:894553-893798
cds-NP_460374.1		1490268	1491017	complete	contig_1:894547-893798
gene-STM1410		1491035	1491583	complete	contig_1:893780-893232
cds-NP_460375.1		1491035	1491583	complete	contig_1:893780-893232
id-STM1410		1491574	1491579	complete	contig_1:893241-893236
gene-STM1411		1491574	1492254	complete	contig_1:893241-892561
cds-NP_460376.1		1491580	1492254	complete	contig_1:893235-892561
id-STM1411		1492216	1492221	complete	contig_1:892599-892594
gene-STM1412		1492216	1493236	complete	contig_1:892599-891579
cds-NP_460377.1		1492220	1493236	complete	contig_1:892595-891579
gene-STM1413		1493288	1493662	complete	contig_1:891527-891153
cds-NP_460378.1		1493294	1493662	complete	contig_1:891521-891153
id-STM1413		1493288	1493293	complete	contig_1:891527-891522
id-STM1413-2		1493640	1493645	complete	contig_1:891175-891170
gene-STM1414		1493640	1495692	complete	contig_1:891175-889123
cds-NP_460379.1		1493647	1495692	complete	contig_1:891168-889123
gene-STM1415		1495674	1496983	complete	contig_1:889141-887832
cds-NP_460380.1		1495682	1496983	complete	contig_1:889133-887832
id-STM1415		1495674	1495679	complete	contig_1:889141-889136
gene-STM1416		1496986	1497363	complete	contig_1:887829-887452
cds-NP_460381.1		1496986	1497363	complete	contig_1:887829-887452
id-STM1416		1497339	1497344	complete	contig_1:887476-887471
gene-STM1417		1497339	1497718	complete	contig_1:887476-887097
cds-NP_460382.1		1497344	1497718	complete	contig_1:887471-887097
id-STM1417		1497692	1497697	complete	contig_1:887123-887118
gene-STM1418		1497692	1498667	complete	contig_1:887123-886148
cds-NP_460383.1		1497699	1498667	complete	contig_1:887116-886148
gene-STM1419		1498732	1499382	complete	contig_1:886083-885433
cds-NP_460384.1		1498735	1499382	complete	contig_1:886080-885433
id-STM1419		1498732	1498737	complete	contig_1:886083-886078
gene-STM1420		1499375	1499645	complete	contig_1:885440-885170
cds-NP_460385.1		1499379	1499645	complete	contig_1:885436-885170
id-STM1420		1499375	1499380	complete	contig_1:885440-885435
gene-STM1421		1499641	1500425	complete	contig_1:885174-884390
cds-NP_460386.1		1499646	1500425	complete	contig_1:885169-884390
id-STM1421		1499641	1499646	complete	contig_1:885174-885169
id-STM1421-2		1500417	1500422	complete	contig_1:884398-884393
gene-STM1422		1500417	1501480	complete	contig_1:884398-883335
cds-NP_460387.1		1500422	1501480	complete	contig_1:884393-883335
gene-STM1423		1501631	1501704	complete	contig_1:883184-883111
rna-STM1423		1501631	1501704	complete	contig_1:883184-883111
exon-STM1423-1		1501631	1501704	complete	contig_1:883184-883111
gene-STM1424		1501718	1501791	complete	contig_1:883097-883024
rna-STM1424		1501718	1501791	complete	contig_1:883097-883024
exon-STM1424-1		1501718	1501791	complete	contig_1:883097-883024
gene-STM1425		1501953	1503337	complete	contig_1:882862-881478
cds-NP_460388.2		1501953	1503326	complete	contig_1:882862-881489
id-STM1425		1503332	1503337	complete	contig_1:881483-881478
gene-STM1426		1503529	1504184	complete	contig_1:881286-880631
cds-NP_460389.1		1503543	1504184	complete	contig_1:881272-880631
id-STM1426		1503529	1503534	complete	contig_1:881286-881281
gene-STM1427		1504226	1505385	complete	contig_1:880589-879430
cds-NP_460390.1		1504226	1505374	complete	contig_1:880589-879441
id-STM1427		1505380	1505385	complete	contig_1:879435-879430
gene-STM1428		1505664	1506880	complete	contig_1:879151-877935
cds-NP_460391.1		1505664	1506869	complete	contig_1:879151-877946
id-STM1428		1506875	1506880	complete	contig_1:877940-877935
gene-STM1429		1506972	1507914	complete	contig_1:877843-876901
cds-NP_460392.1		1506982	1507914	complete	contig_1:877833-876901
id-STM1429		1506972	1506977	complete	contig_1:877843-877838
gene-STM1430		1507911	1509032	complete	contig_1:876904-875783
cds-NP_460393.1		1507911	1508936	complete	contig_1:876904-875879
id-STM1430		1508889	1508907	complete	contig_1:875926-875908
id-STM1430-2		1508975	1508993	complete	contig_1:875840-875822
id-STM1430-3		1508946	1508951	complete	contig_1:875869-875864
id-STM1430-4		1509008	1509016	complete	contig_1:875807-875799
id-STM1430-5		1509024	1509032	complete	contig_1:875791-875783
gene-STM1431		1509404	1509998	complete	contig_1:875411-874817
cds-NP_460394.1		1509404	1509985	complete	contig_1:875411-874830
id-STM1431		1509993	1509998	complete	contig_1:874822-874817
gene-STM1432		1510112	1510966	complete	contig_1:874703-873849
cds-NP_460395.1		1510112	1510966	complete	contig_1:874703-873849
gene-STM1433		1511254	1511615	complete	contig_1:873561-873200
cds-NP_460396.1		1511268	1511615	complete	contig_1:873547-873200
id-STM1433		1511254	1511259	complete	contig_1:873561-873556
gene-STM1434		1511693	1512340	complete	contig_1:873122-872475
cds-NP_460397.1		1511693	1512340	complete	contig_1:873122-872475
gene-STM1435		1512441	1512861	complete	contig_1:872374-871954
cds-NP_460398.1		1512441	1512848	complete	contig_1:872374-871967
id-STM1435		1512856	1512861	complete	contig_1:871959-871954
gene-STM1436		1512917	1514025	complete	contig_1:871898-870790
cds-NP_460399.1		1512917	1514014	complete	contig_1:871898-870801
id-STM1436		1514020	1514025	complete	contig_1:870795-870790
gene-STM1437		1514073	1514672	complete	contig_1:870742-870143
cds-NP_460400.1		1514073	1514672	complete	contig_1:870742-870143
gene-STM1438		1514764	1515014	complete	contig_1:870051-869801
cds-NP_460401.1		1514775	1515014	complete	contig_1:870040-869801
id-STM1438		1514764	1514769	complete	contig_1:870051-870046
gene-STM1439		1515053	1515961	complete	contig_1:869762-868854
cds-NP_460402.1		1515065	1515961	complete	contig_1:869750-868854
id-STM1439		1515053	1515058	complete	contig_1:869762-869757
gene-STM1440		1516033	1516562	complete	contig_1:868782-868253
cds-NP_460403.1		1516041	1516562	complete	contig_1:868774-868253
id-STM1440		1516033	1516038	complete	contig_1:868782-868777
gene-STM1441		1516538	1518583	complete	contig_1:868277-866232
cds-NP_460404.1		1516538	1518577	complete	contig_1:868277-866238
gene-STM1442		1518577	1519473	complete	contig_1:866238-865342
cds-NP_460405.1		1518577	1519473	complete	contig_1:866238-865342
id-STM1442		1518578	1518583	complete	contig_1:866237-866232
gene-STM1443		1519440	1519690	complete	contig_1:865375-865125
cds-NP_460406.1		1519440	1519676	complete	contig_1:865375-865139
id-STM1443		1519685	1519690	complete	contig_1:865130-865125
gene-STM1444		1519865	1520311	complete	contig_1:864950-864504
cds-NP_460407.3		1519871	1520311	complete	contig_1:864944-864504
id-STM1444		1519865	1519870	complete	contig_1:864950-864945
gene-STM1445		1520359	1520840	complete	contig_1:864456-863975
cds-NP_460408.1		1520359	1520826	complete	contig_1:864456-863989
id-STM1445		1520835	1520840	complete	contig_1:863980-863975
gene-STM1446		1521087	1522219	complete	contig_1:863728-862596
cds-NP_460409.1		1521098	1522219	complete	contig_1:863717-862596
id-STM1446		1521087	1521092	complete	contig_1:863728-863723
gene-STM1447		1522289	1522636	complete	contig_1:862526-862179
cds-NP_460410.1		1522307	1522636	complete	contig_1:862508-862179
id-STM1447		1522289	1522294	complete	contig_1:862526-862521
gene-STM1448		1522695	1523351	complete	contig_1:862120-861464
cds-NP_460411.1		1522695	1523351	complete	contig_1:862120-861464
gene-STM1449		1523466	1524752	complete	contig_1:861349-860063
cds-NP_460412.1		1523478	1524752	complete	contig_1:861337-860063
id-STM1449		1523466	1523471	complete	contig_1:861349-861344
gene-STM1450		1524801	1525672	complete	contig_1:860014-859143
cds-NP_460413.1		1524812	1525672	complete	contig_1:860003-859143
id-STM1450		1524801	1524806	complete	contig_1:860014-860009
gene-STM1451		1525731	1526348	complete	contig_1:859084-858467
cds-NP_460414.1		1525731	1526336	complete	contig_1:859084-858479
id-STM1451		1526343	1526348	complete	contig_1:858472-858467
gene-STM1452		1526441	1527955	complete	contig_1:858374-856860
cds-NP_460415.1		1526441	1527946	complete	contig_1:858374-856869
id-STM1452		1527950	1527955	complete	contig_1:856865-856860
gene-STM1453		1528548	1529196	complete	contig_1:856267-855619
cds-NP_460416.1		1528548	1529183	complete	contig_1:856267-855632
id-STM1453		1529191	1529196	complete	contig_1:855624-855619
gene-STM1454		1529183	1529888	complete	contig_1:855632-854927
cds-NP_460417.1		1529183	1529875	complete	contig_1:855632-854940
gene-STM1455		1529878	1530509	complete	contig_1:854937-854306
cds-NP_460418.1		1529878	1530498	complete	contig_1:854937-854317
id-STM1455		1529883	1529888	complete	contig_1:854932-854927
id-STM1455-2		1530504	1530509	complete	contig_1:854311-854306
gene-STM1456		1530502	1531569	complete	contig_1:854313-853246
cds-NP_460419.1		1530502	1531560	complete	contig_1:854313-853255
id-STM1456		1531564	1531569	complete	contig_1:853251-853246
gene-STM1457		1531561	1533778	complete	contig_1:853254-851037
cds-NP_460420.1		1531561	1533768	complete	contig_1:853254-851047
gene-STM1458		1533761	1534358	complete	contig_1:851054-850457
cds-NP_460421.1		1533761	1534339	complete	contig_1:851054-850476
id-STM1458		1533773	1533778	complete	contig_1:851042-851037
gene-STM1459		1534339	1534931	complete	contig_1:850476-849884
cds-NP_460422.1		1534339	1534920	complete	contig_1:850476-849895
id-STM1459		1534353	1534358	complete	contig_1:850462-850457
id-STM1459-2		1534926	1534931	complete	contig_1:849889-849884
gene-STM1460		1534997	1535448	complete	contig_1:849818-849367
cds-NP_460423.1		1534997	1535437	complete	contig_1:849818-849378
id-STM1460		1535443	1535448	complete	contig_1:849372-849367
gene-STM1461		1535526	1535756	complete	contig_1:849289-849059
cds-NP_460424.3		1535526	1535741	complete	contig_1:849289-849074
id-STM1461		1535751	1535756	complete	contig_1:849064-849059
gene-STM1462		1536297	1537412	complete	contig_1:848518-847403
cds-NP_460425.3		1536297	1537412	complete	contig_1:848518-847403
gene-STM1463		1537487	1538488	complete	contig_1:847328-846327
cds-NP_460426.1		1537487	1538488	complete	contig_1:847328-846327
gene-STM1464		1538711	1538844	complete	contig_1:846104-845971
gene-STM1465		1538854	1539073	complete	contig_1:845961-845742
gene-STM1466		1539192	1540713	complete	contig_1:845623-844102
cds-NP_460427.1		1539192	1540700	complete	contig_1:845623-844115
id-STM1466		1540708	1540713	complete	contig_1:844107-844102
gene-STM1467		1540803	1541990	complete	contig_1:844012-842825
cds-NP_460428.1		1540803	1541978	complete	contig_1:844012-842837
id-STM1467		1541985	1541990	complete	contig_1:842830-842825
id-NC_003197.2:1542075..1542083		1542075	1542083	complete	contig_1:842740-842732
id-NC_003197.2:1542099..1542107		1542099	1542107	complete	contig_1:842716-842708
id-NC_003197.2:1542160..1542165		1542160	1542165	complete	contig_1:842655-842650
gene-STM1468		1542178	1543824	complete	contig_1:842637-840991
cds-NP_460429.2		1542178	1543824	complete	contig_1:842637-840991
gene-STM1469		1543884	1545395	complete	contig_1:840931-839420
cds-NP_460430.1		1543992	1545395	complete	contig_1:840823-839420
id-STM1469		1543884	1543892	complete	contig_1:840931-840923
id-STM1469-2		1543911	1543919	complete	contig_1:840904-840896
id-STM1469-3		1543980	1543985	complete	contig_1:840835-840830
gene-STM1470		1545392	1546321	complete	contig_1:839423-838494
cds-NP_460431.1		1545392	1546321	complete	contig_1:839423-838494
gene-STM1471		1546397	1547711	complete	contig_1:838418-837104
cds-NP_460432.1		1546397	1547698	complete	contig_1:838418-837117
id-STM1471		1547706	1547711	complete	contig_1:837109-837104
gene-STM1472		1547809	1549522	complete	contig_1:837006-835293
cds-NP_460433.1		1547809	1549515	complete	contig_1:837006-835300
id-STM1472		1549517	1549522	complete	contig_1:835298-835293
gene-STM1473		1549668	1550813	complete	contig_1:835147-834002
cds-NP_460434.1		1549668	1550801	complete	contig_1:835147-834014
id-STM1473		1550808	1550813	complete	contig_1:834007-834002
gene-STM1474		1550858	1551216	complete	contig_1:833957-833599
gene-STM1475		1551281	1552012	complete	contig_1:833534-832803
cds-NP_460435.1		1551281	1552012	complete	contig_1:833534-832803
gene-STM1476		1552133	1552474	complete	contig_1:832682-832341
cds-NP_460436.1		1552139	1552474	complete	contig_1:832676-832341
id-STM1476		1552133	1552138	complete	contig_1:832682-832677
gene-STM1477		1552536	1553928	complete	contig_1:832279-830887
cds-NP_460437.1		1552536	1553918	complete	contig_1:832279-830897
id-STM1477		1553923	1553928	complete	contig_1:830892-830887
gene-STM1478		1554217	1555174	complete	contig_1:830598-829641
cds-NP_460438.1		1554217	1555161	complete	contig_1:830598-829654
id-STM1478		1555169	1555174	complete	contig_1:829646-829641
gene-STM1479		1555562	1557217	complete	contig_1:829253-827598
cds-NP_460439.1		1555688	1557217	complete	contig_1:829127-827598
id-STM1479		1555562	1555570	complete	contig_1:829253-829245
id-STM1479-2		1555586	1555594	complete	contig_1:829229-829221
id-STM1479-3		1555672	1555677	complete	contig_1:829143-829138
gene-STM1480		1557216	1558616	complete	contig_1:827599-826199
cds-NP_460440.1		1557228	1558616	complete	contig_1:827587-826199
id-STM1480		1557216	1557221	complete	contig_1:827599-827594
gene-STM1481		1558791	1559836	complete	contig_1:826024-824979
cds-NP_460441.1		1558791	1559825	complete	contig_1:826024-824990
id-STM1481		1559831	1559836	complete	contig_1:824984-824979
gene-STM1482		1560230	1560605	complete	contig_1:824585-824210
cds-NP_460442.1		1560243	1560605	complete	contig_1:824572-824210
id-STM1482		1560230	1560235	complete	contig_1:824585-824580
gene-STM1483		1560579	1560921	complete	contig_1:824236-823894
cds-NP_460443.1		1560592	1560921	complete	contig_1:824223-823894
id-STM1483		1560579	1560584	complete	contig_1:824236-824231
gene-STM1484		1560961	1561782	complete	contig_1:823854-823033
cds-NP_460444.1		1560961	1561782	complete	contig_1:823854-823033
gene-STM1485		1562051	1562346	complete	contig_1:822764-822469
cds-NP_460445.3		1562051	1562335	complete	contig_1:822764-822480
id-STM1485		1562341	1562346	complete	contig_1:822474-822469
gene-STM1486		1562694	1563958	complete	contig_1:822121-820857
cds-NP_460446.1		1562694	1563947	complete	contig_1:822121-820868
id-STM1486		1563953	1563958	complete	contig_1:820862-820857
gene-STM1487		1564067	1564966	complete	contig_1:820748-819849
cds-NP_460447.1		1564067	1564966	complete	contig_1:820748-819849
gene-STM1488		1565081	1566314	complete	contig_1:819734-818501
cds-NP_460448.1		1565094	1566314	complete	contig_1:819721-818501
id-STM1488		1565081	1565086	complete	contig_1:819734-819729
gene-STM1489		1566428	1567135	complete	contig_1:818387-817680
cds-NP_460449.1		1566440	1567135	complete	contig_1:818375-817680
id-STM1489		1566428	1566433	complete	contig_1:818387-818382
gene-STM1490		1567091	1568380	complete	contig_1:817724-816435
cds-NP_460450.3		1567091	1568380	complete	contig_1:817724-816435
gene-STM1491		1568516	1569670	complete	contig_1:816299-815145
cds-NP_460451.1		1568516	1569664	complete	contig_1:816299-815151
gene-STM1492		1569664	1570318	complete	contig_1:815151-814497
cds-NP_460452.1		1569664	1570311	complete	contig_1:815151-814504
id-STM1492		1569665	1569670	complete	contig_1:815150-815145
id-STM1492-2		1570313	1570318	complete	contig_1:814502-814497
gene-STM1493		1570321	1571230	complete	contig_1:814494-813585
cds-NP_460453.1		1570321	1571223	complete	contig_1:814494-813592
id-STM1493		1571225	1571230	complete	contig_1:813590-813585
gene-STM1494		1571252	1571968	complete	contig_1:813563-812847
cds-NP_460454.1		1571252	1571962	complete	contig_1:813563-812853
id-STM1494		1571963	1571968	complete	contig_1:812852-812847
gene-STM1495		1572267	1572881	complete	contig_1:812548-811934
cds-NP_460455.1		1572267	1572881	complete	contig_1:812548-811934
gene-STM1496		1572924	1573794	complete	contig_1:811891-811021
cds-NP_460456.1		1572924	1573781	complete	contig_1:811891-811034
gene-STM1497		1573783	1574412	complete	contig_1:811032-810403
cds-NP_460457.1		1573783	1574400	complete	contig_1:811032-810415
id-STM1497		1573789	1573794	complete	contig_1:811026-811021
id-STM1497-2		1574407	1574412	complete	contig_1:810408-810403
gene-STM1498		1574411	1576846	complete	contig_1:810404-807969
cds-NP_460458.1		1574411	1576846	complete	contig_1:810404-807969
gene-STM1499		1576945	1579395	complete	contig_1:807870-805420
cds-NP_460459.1		1576945	1579386	complete	contig_1:807870-805429
id-STM1499		1579390	1579395	complete	contig_1:805425-805420
gene-STM1500		1579540	1579857	complete	contig_1:805275-804958
cds-NP_460460.1		1579540	1579848	complete	contig_1:805275-804967
id-STM1500		1579852	1579857	complete	contig_1:804963-804958
gene-STM1501		1579943	1580662	complete	contig_1:804872-804153
cds-NP_460461.3		1579943	1580662	complete	contig_1:804872-804153
gene-STM1502		1580703	1581274	complete	contig_1:804112-803541
cds-NP_460462.1		1580703	1581263	complete	contig_1:804112-803552
id-STM1502		1581269	1581274	complete	contig_1:803546-803541
gene-STM1503		1581299	1581652	complete	contig_1:803516-803163
cds-NP_460463.1		1581299	1581640	complete	contig_1:803516-803175
id-STM1503		1581647	1581652	complete	contig_1:803168-803163
gene-STM1504		1581793	1582119	complete	contig_1:803022-802696
cds-NP_460464.1		1581793	1582119	complete	contig_1:803022-802696
gene-STM1505		1582230	1583455	complete	contig_1:802585-801360
cds-NP_460465.1		1582241	1583455	complete	contig_1:802574-801360
id-STM1505		1582230	1582235	complete	contig_1:802585-802580
gene-STM1506		1583454	1584485	complete	contig_1:801361-800330
cds-NP_460466.1		1583466	1584485	complete	contig_1:801349-800330
id-STM1506		1583454	1583459	complete	contig_1:801361-801356
gene-STM1507		1584539	1585516	complete	contig_1:800276-799299
cds-NP_447926.1		1584539	1585516	complete	contig_1:800276-799299
gene-STM1508		1586051	1587528	complete	contig_1:798764-797287
cds-NP_460468.1		1586062	1587528	complete	contig_1:798753-797287
id-STM1508		1586051	1586056	complete	contig_1:798764-798759
gene-STM1509		1587595	1587812	complete	contig_1:797220-797003
cds-NP_460469.1		1587595	1587798	complete	contig_1:797220-797017
id-STM1509		1587807	1587812	complete	contig_1:797008-797003
gene-STM1510		1587979	1588673	complete	contig_1:796836-796142
cds-NP_460470.1		1587979	1588665	complete	contig_1:796836-796150
id-STM1510		1588668	1588673	complete	contig_1:796147-796142
gene-STM1511		1588795	1589554	complete	contig_1:796020-795261
cds-NP_460471.1		1588795	1589541	complete	contig_1:796020-795274
id-STM1511		1589549	1589554	complete	contig_1:795266-795261
gene-STM1512		1589668	1591722	complete	contig_1:795147-793093
cds-NP_460472.1		1589680	1591722	complete	contig_1:795135-793093
id-STM1512		1589668	1589673	complete	contig_1:795147-795142
gene-STM1513		1592060	1592249	complete	contig_1:792755-792566
cds-NP_460473.1		1592067	1592249	complete	contig_1:792748-792566
id-STM1513		1592060	1592065	complete	contig_1:792755-792750
gene-STM1514		1592369	1592911	complete	contig_1:792446-791904
cds-NP_460474.1		1592369	1592896	complete	contig_1:792446-791919
id-STM1514		1592906	1592911	complete	contig_1:791909-791904
gene-STM1515		1593312	1593715	complete	contig_1:791503-791100
cds-NP_460475.1		1593323	1593715	complete	contig_1:791492-791100
id-STM1515		1593312	1593317	complete	contig_1:791503-791498
gene-STM1516		1594407	1595602	complete	contig_1:790408-789213
cds-NP_460476.1		1594407	1595594	complete	contig_1:790408-789221
id-STM1516		1595597	1595602	complete	contig_1:789218-789213
gene-STM1517		1595813	1596724	complete	contig_1:789002-788091
cds-NP_460477.1		1595822	1596724	complete	contig_1:788993-788091
id-STM1517		1595813	1595818	complete	contig_1:789002-788997
gene-STM1518		1596843	1597070	complete	contig_1:787972-787745
cds-NP_460478.1		1596843	1597058	complete	contig_1:787972-787757
id-STM1518		1597065	1597070	complete	contig_1:787750-787745
gene-STM1519		1597087	1597540	complete	contig_1:787728-787275
cds-NP_460479.4		1597087	1597521	complete	contig_1:787728-787294
id-STM1519		1597535	1597540	complete	contig_1:787280-787275
gene-STM1520		1597490	1598122	complete	contig_1:787325-786693
cds-NP_460480.1		1597490	1597924	complete	contig_1:787325-786891
id-STM1520		1597933	1597938	complete	contig_1:786882-786877
id-STM1520-2		1598098	1598106	complete	contig_1:786717-786709
id-STM1520-3		1598114	1598122	complete	contig_1:786701-786693
gene-STM1521		1598164	1598848	complete	contig_1:786651-785967
cds-NP_460481.1		1598183	1598848	complete	contig_1:786632-785967
id-STM1521		1598164	1598169	complete	contig_1:786651-786646
gene-STM1522		1598895	1600085	complete	contig_1:785920-784730
cds-NP_460482.1		1598895	1600085	complete	contig_1:785920-784730
gene-STM1523		1600201	1601082	complete	contig_1:784614-783733
cds-NP_460483.1		1600201	1601073	complete	contig_1:784614-783742
id-STM1523		1601077	1601082	complete	contig_1:783738-783733
gene-STM1524		1601166	1602564	complete	contig_1:783649-782251
cds-NP_460484.1		1601176	1602564	complete	contig_1:783639-782251
id-STM1524		1601166	1601171	complete	contig_1:783649-783644
gene-STM1525		1602625	1603563	complete	contig_1:782190-781252
cds-NP_460485.1		1602637	1603563	complete	contig_1:782178-781252
id-STM1525		1602625	1602630	complete	contig_1:782190-782185
gene-STM1526		1603544	1603922	complete	contig_1:781271-780893
cds-NP_460486.1		1603563	1603922	complete	contig_1:781252-780893
id-STM1526		1603544	1603549	complete	contig_1:781271-781266
gene-STM1527		1604132	1605093	complete	contig_1:780683-779722
cds-NP_460487.1		1604146	1605093	complete	contig_1:780669-779722
id-STM1527		1604132	1604137	complete	contig_1:780683-780678
gene-STM1528		1605149	1605691	complete	contig_1:779666-779124
cds-NP_460488.1		1605149	1605691	complete	contig_1:779666-779124
gene-STM1529		1605534	1605866	complete	contig_1:779281-778949
cds-NP_447948.1		1605540	1605866	complete	contig_1:779275-778949
id-STM1529		1605534	1605539	complete	contig_1:779281-779276
gene-STM1530		1606403	1607526	complete	contig_1:778412-777289
cds-NP_460490.1		1606408	1607526	complete	contig_1:778407-777289
id-STM1530		1606403	1606408	complete	contig_1:778412-778407
gene-STM1531		1607667	1608015	complete	contig_1:777148-776800
cds-NP_460491.1		1607667	1608008	complete	contig_1:777148-776807
id-STM1531		1608010	1608015	complete	contig_1:776805-776800
gene-STM1532		1608021	1608914	complete	contig_1:776794-775901
cds-NP_460492.1		1608021	1608908	complete	contig_1:776794-775907
id-STM1532		1608909	1608914	complete	contig_1:775906-775901
gene-STM1533		1608896	1609963	complete	contig_1:775919-774852
